Title,Title_link,Thumbnail,car-details,payment-total
Jeep Grand Cherokee Limited Lujo,https://www.kavak.com/jeep-grand-cherokee-limited-lujo-2018-compra-de-autos-118456,https://images.kavak.services/images/118456/EXTERIOR-frontSidePilotNear-16325016902167.jpg?d=540x310,"2018 • 46,380 km • Ciudad de México","$579,999"
Peugeot 208 Feline,https://www.kavak.com/peugeot-208-feline-2017-compra-de-autos-118441,https://images.kavak.services/images/118441/EXTERIOR-frontSidePilotNear-16324112993660.jpg?d=540x310,"2017 • 83,350 km • Puebla","$187,999"
Seat Arona Xcellence,https://www.kavak.com/seat-arona-xcellence-2018-compra-de-autos-118429,,"2018 • 30,030 km • Puebla","$330,999"
Mazda 3 i touring,https://www.kavak.com/mazda-mazda-3-i-touring-2017-compra-de-autos-118428,,"2017 • 84,000 km • Ciudad de México","$246,999"
Mini Cooper Chili,https://www.kavak.com/mini-mini-cooper-chili-2018-compra-de-autos-118425,,"2018 • 37,045 km • Ciudad de México","$347,999"
Mitsubishi Montero Sport GLX,https://www.kavak.com/mitsubishi-montero-sport-glx-2018-compra-de-autos-118421,,"2018 • 63,290 km • Ciudad de México","$444,999"
Nissan Versa Advance,https://www.kavak.com/nissan-versa-advance-2013-compra-de-autos-118409,,"2013 • 115,210 km • Monterrey","$129,999"
Honda CR-V Touring,https://www.kavak.com/honda-cr-v-touring-2017-compra-de-autos-118398,,"2017 • 55,250 km • Ciudad de México","$447,999"
Jeep Grand Cherokee Limited Lujo,https://www.kavak.com/jeep-grand-cherokee-limited-lujo-2015-compra-de-autos-118393,,"2015 • 58,000 km • Ciudad de México","$399,999"
Hyundai Tucson Limited Tech,https://www.kavak.com/hyundai-tucson-limited-tech-2017-compra-de-autos-118384,,"2017 • 56,000 km • Guadalajara","$347,999"
Toyota Sienna XLE,https://www.kavak.com/toyota-sienna-xle-2012-compra-de-autos-118361,,"2012 • 95,800 km • Ciudad de México","$264,999"
Porsche Macan Macan S,https://www.kavak.com/porsche-macan-macan-s-2018-compra-de-autos-118350,,"2018 • 15,100 km • Ciudad de México","$961,999"
Volkswagen Vento Starline,https://www.kavak.com/volkswagen-vento-starline-2018-compra-de-autos-118345,,"2018 • 47,830 km • Ciudad de México","$192,999"
Renault Oroch Outsider,https://www.kavak.com/renault-oroch-outsider-2019-compra-de-autos-118328,,"2019 • 15,030 km • Ciudad de México","$282,999"
Nissan X Trail Sense,https://www.kavak.com/nissan-x-trail-sense-2019-compra-de-autos-118324,,"2019 • 22,780 km • Ciudad de México","$384,999"
Nissan March Hatch Back Sense,https://www.kavak.com/nissan-march-hatch-back-sense-2018-compra-de-autos-118316,,"2018 • 47,760 km • Ciudad de México","$162,999"
Mercedes Benz Clase C C180 CGI,https://www.kavak.com/mercedes-benz-clase-c-c180-cgi-2012-compra-de-autos-118312,,"2012 • 92,090 km • Ciudad de México","$182,999"
Nissan Juke Exclusive,https://www.kavak.com/nissan-juke-exclusive-2015-compra-de-autos-118304,,"2015 • 48,800 km • Ciudad de México","$235,999"
Mazda CX-7 i Sport,https://www.kavak.com/mazda-cx-7-i-sport-2011-compra-de-autos-118303,,"2011 • 95,800 km • Monterrey","$152,999"
Honda Accord Touring,https://www.kavak.com/honda-accord-touring-2018-compra-de-autos-118298,,"2018 • 34,560 km • Puebla","$454,999"
Dodge Journey SXT Plus,https://www.kavak.com/dodge-journey-sxt-plus-2016-compra-de-autos-118296,,"2016 • 89,700 km • Guadalajara","$252,999"
Volkswagen Beetle Hatch Back Sport,https://www.kavak.com/volkswagen-beetle-hatch-back-sport-2015-compra-de-autos-118291,,"2015 • 87,680 km • Ciudad de México","$212,999"
Suzuki Swift Hatch Back GLS,https://www.kavak.com/suzuki-swift-hatch-back-gls-2016-compra-de-autos-118277,,"2016 • 54,200 km • Ciudad de México","$179,999"
Suzuki Swift Hatch Back Boosterjet,https://www.kavak.com/suzuki-swift-hatch-back-boosterjet-2018-compra-de-autos-118271,,"2018 • 57,500 km • Ciudad de México","$262,999"
Nissan Versa Advance,https://www.kavak.com/nissan-versa-advance-2017-compra-de-autos-118266,,"2017 • 63,950 km • Ciudad de México","$182,999"
Bmw Serie 1 Hatch Back 118i Sport Line,https://www.kavak.com/bmw-serie-1-hatch-back-118i-sport-line-2013-compra-de-autos-118256,,"2013 • 60,610 km • Ciudad de México","$214,999"
Honda Accord EXL,https://www.kavak.com/honda-accord-exl-2017-compra-de-autos-118250,,"2017 • 46,000 km • Ciudad de México","$332,999"
Kia Soul EX,https://www.kavak.com/kia-soul-ex-2019-compra-de-autos-118246,,"2019 • 10,800 km • Ciudad de México","$317,999"
Mitsubishi Mirage Hatch Back GLS,https://www.kavak.com/mitsubishi-mirage-hatch-back-gls-2018-compra-de-autos-118244,,"2018 • 48,200 km • Ciudad de México","$174,999"
Mercedes Benz Clase Glc GLC 300 Sport,https://www.kavak.com/mercedes-benz-clase-glc-glc-300-sport-2017-compra-de-autos-118241,https://images.kavak.services/images/118241/EXTERIOR-frontSidePilotNear-16323748516761.jpg?d=540x310,"2017 • 65,000 km • Ciudad de México","$576,999"
Chevrolet Aveo LTZ,https://www.kavak.com/chevrolet-aveo-ltz-2014-compra-de-autos-118231,https://images.kavak.services/images/118231/EXTERIOR-frontSidePilotNear-16341145983477.jpg?d=540x310,"2014 • 97,000 km • Ciudad de México","$122,999"
Mazda 3 S,https://www.kavak.com/mazda-mazda-3-s-2015-compra-de-autos-118228,https://images.kavak.services/images/118228/EXTERIOR-frontSidePilotNear-16324083784212.jpg?d=540x310,"2015 • 69,000 km • Guadalajara","$212,999"
Mitsubishi ASX ES,https://www.kavak.com/mitsubishi-asx-es-2015-compra-de-autos-118224,https://images.kavak.services/images/118224/EXTERIOR-frontSidePilotNear-16319550374149.jpg?d=540x310,"2015 • 45,690 km • Ciudad de México","$229,999"
Jeep Patriot Sport,https://www.kavak.com/jeep-patriot-sport-2014-compra-de-autos-118223,https://images.kavak.services/images/118223/EXTERIOR-frontSidePilotNear-16338188261332.jpg?d=540x310,"2014 • 34,600 km • Ciudad de México","$197,999"
Ford Fiesta S,https://www.kavak.com/ford-fiesta-s-2015-compra-de-autos-118222,https://images.kavak.services/images/118222/EXTERIOR-frontSidePilotNear-16320419883870.jpg?d=540x310,"2015 • 101,600 km • Ciudad de México","$139,999"
Nissan NP 300 Estacas,https://www.kavak.com/nissan-np-300-estacas-2018-compra-de-autos-118221,https://images.kavak.services/images/118221/EXTERIOR-frontSidePilotNear-16322865926382.jpg?d=540x310,"2018 • 34,700 km • Ciudad de México","$315,999"
Fiat 500 Hatch Back Pop,https://www.kavak.com/fiat-500-hatch-back-pop-2014-compra-de-autos-118212,https://images.kavak.services/images/118212/EXTERIOR-frontSidePilotNear-16321560587264.jpg?d=540x310,"2014 • 100,500 km • Monterrey","$157,999"
Peugeot 301 Allure,https://www.kavak.com/peugeot-301-allure-2021-compra-de-autos-118204,https://images.kavak.services/images/118204/EXTERIOR-frontSidePilotNear-16328622200059.jpg?d=540x310,"2021 • 16,410 km • Puebla","$267,999"
Chevrolet Aveo LS,https://www.kavak.com/chevrolet-aveo-ls-2019-compra-de-autos-118193,,"2019 • 18,640 km • Ciudad de México","$195,999"
Volkswagen Gol Trendline,https://www.kavak.com/volkswagen-gol-trendline-2017-compra-de-autos-118192,,"2017 • 61,800 km • Monterrey","$157,999"
Bmw X5 35i,https://www.kavak.com/bmw-x5-35i-2017-compra-de-autos-118175,,"2017 • 22,500 km • Ciudad de México","$574,999"
Volkswagen Jetta A7 Comfortline TA,https://www.kavak.com/volkswagen-jetta-a7-comfortline-ta-2019-compra-de-autos-118171,,"2019 • 23,430 km • Ciudad de México","$322,999"
Volkswagen Tiguan R-Line,https://www.kavak.com/volkswagen-tiguan-r-line-2019-compra-de-autos-118158,,"2019 • 20,300 km • Ciudad de México","$497,999"
Bmw Serie 3 320i Sport Line,https://www.kavak.com/bmw-serie-3-320i-sport-line-2017-compra-de-autos-118145,,"2017 • 42,450 km • Ciudad de México","$406,999"
Honda Pilot Touring,https://www.kavak.com/honda-pilot-touring-2015-compra-de-autos-118134,,"2015 • 113,200 km • Ciudad de México","$343,999"
Hyundai Tucson Limited Tech,https://www.kavak.com/hyundai-tucson-limited-tech-2018-compra-de-autos-118133,,"2018 • 41,800 km • Ciudad de México","$394,999"
Nissan Note Advance,https://www.kavak.com/nissan-note-advance-2014-compra-de-autos-118132,,"2014 • 75,900 km • Ciudad de México","$152,999"
Bmw Serie 3 320i Business,https://www.kavak.com/bmw-serie-3-320i-business-2016-compra-de-autos-118098,,"2016 • 55,700 km • Ciudad de México","$292,999"
Seat Ibiza Blitz,https://www.kavak.com/seat-ibiza-blitz-2017-compra-de-autos-118096,,"2017 • 92,000 km • Puebla","$197,999"
Hyundai Tucson Limited,https://www.kavak.com/hyundai-tucson-limited-2016-compra-de-autos-118094,,"2016 • 61,700 km • Ciudad de México","$307,999"
Ford Figo HB Impulse,https://www.kavak.com/ford-figo-hb-impulse-2016-compra-de-autos-118093,,"2016 • 81,600 km • Guadalajara","$139,999"
Bmw X3 20i,https://www.kavak.com/bmw-x3-20i-2015-compra-de-autos-118087,,"2015 • 100,120 km • Ciudad de México","$347,999"
Ford Ranger XLT Crew Cab,https://www.kavak.com/ford-ranger-xlt-crew-cab-2017-compra-de-autos-118084,,"2017 • 42,900 km • Guadalajara","$367,999"
Volkswagen Up Hatch Back Move up,https://www.kavak.com/volkswagen-up-hatch-back-move-up-2017-compra-de-autos-118075,,"2017 • 49,000 km • Ciudad de México","$149,999"
Bmw Serie 1 120i M Sport,https://www.kavak.com/bmw-serie-1-120i-m-sport-2020-compra-de-autos-118073,,"2020 • 21,900 km • Guadalajara","$577,999"
Chevrolet Beat LS,https://www.kavak.com/chevrolet-beat-ls-2018-compra-de-autos-118068,,"2018 • 43,470 km • Ciudad de México","$142,999"
Gmc Sierra SLE Regular Cab,https://www.kavak.com/gmc-sierra-sle-regular-cab-2016-compra-de-autos-118062,,"2016 • 5,500 km • Ciudad de México","$576,999"
Jeep Grand Cherokee Limited,https://www.kavak.com/jeep-grand-cherokee-limited-2015-compra-de-autos-118058,,"2015 • 92,200 km • Ciudad de México","$384,999"
Toyota Prius Hatch Back Base Híbrido,https://www.kavak.com/toyota-prius-hatch-back-base-hibrido-2017-compra-de-autos-118049,,"2017 • 41,800 km • Ciudad de México","$284,999"
Hyundai Creta Limited,https://www.kavak.com/hyundai-creta-limited-2018-compra-de-autos-118046,,"2018 • 38,430 km • Ciudad de México","$312,999"
Jeep Grand Cherokee Limited,https://www.kavak.com/jeep-grand-cherokee-limited-2017-compra-de-autos-118045,,"2017 • 69,000 km • Ciudad de México","$569,999"
Kia Soul LX,https://www.kavak.com/kia-soul-lx-2018-compra-de-autos-118044,,"2018 • 71,450 km • Monterrey","$249,999"
Mini Cooper Chili,https://www.kavak.com/mini-mini-cooper-chili-2020-compra-de-autos-118038,,"2020 • 10,150 km • Ciudad de México","$427,999"
Volkswagen Jetta A6 2.0l TM5,https://www.kavak.com/volkswagen-jetta-a6-20l-tm5-2017-compra-de-autos-118030,,"2017 • 50,800 km • Ciudad de México","$211,999"
Chevrolet Sonic LT,https://www.kavak.com/chevrolet-sonic-lt-2014-compra-de-autos-118014,,"2014 • 35,000 km • Ciudad de México","$139,999"
Renault Duster Dynamique,https://www.kavak.com/renault-duster-dynamique-2015-compra-de-autos-118008,https://images.kavak.services/images/118008/EXTERIOR-frontSidePilotNear-16339829907832.jpg?d=540x310,"2015 • 80,000 km • Guadalajara","$167,999"
Toyota Avanza Premium,https://www.kavak.com/toyota-avanza-premium-2015-compra-de-autos-117987,https://images.kavak.services/images/117987/EXTERIOR-frontSidePilotNear-16323479926261.jpg?d=540x310,"2015 • 89,170 km • Puebla","$177,999"
Renault Stepway Hatch Back Stepway Dynamique,https://www.kavak.com/renault-stepway-hatch-back-stepway-dynamique-2017-compra-de-autos-117982,https://images.kavak.services/images/117982/EXTERIOR-frontSidePilotNear-16324181503112.jpg?d=540x310,"2017 • 67,480 km • Puebla","$174,999"
Mini Cooper Chili,https://www.kavak.com/mini-mini-cooper-chili-2019-compra-de-autos-117977,https://images.kavak.services/images/117977/EXTERIOR-frontSidePilotNear-16321953204583.jpg?d=540x310,"2019 • 27,380 km • Ciudad de México","$379,999"
Jeep Wrangler Rubicon,https://www.kavak.com/jeep-wrangler-rubicon-2015-compra-de-autos-117975,https://images.kavak.services/images/117975/EXTERIOR-frontSidePilotNear-16318990743555.jpg?d=540x310,"2015 • 20,920 km • Ciudad de México","$579,999"
Audi A1 Hatch Back Cool,https://www.kavak.com/audi-a1-hatch-back-cool-2014-compra-de-autos-117972,https://images.kavak.services/images/117972/EXTERIOR-frontSidePilotNear-16333766812332.jpg?d=540x310,"2014 • 91,900 km • Ciudad de México","$197,999"
"Acura TL TL 3,5l",https://www.kavak.com/acura-tl-tl-35l-2012-compra-de-autos-117970,https://images.kavak.services/images/117970/EXTERIOR-frontSidePilotNear-16329800332446.jpg?d=540x310,"2012 • 99,030 km • Ciudad de México","$172,999"
Volkswagen Polo Hatch Back Polo,https://www.kavak.com/volkswagen-polo-hatch-back-polo-2018-compra-de-autos-117956,https://images.kavak.services/images/117956/EXTERIOR-frontSidePilotNear-16317492824848.jpg?d=540x310,"2018 • 33,000 km • Ciudad de México","$192,999"
Chevrolet Beat LTZ,https://www.kavak.com/chevrolet-beat-ltz-2018-compra-de-autos-117923,https://images.kavak.services/images/117923/EXTERIOR-frontSidePilotNear-16328972717955.jpg?d=540x310,"2018 • 34,000 km • Ciudad de México","$167,999"
Audi A4 Corporate,https://www.kavak.com/audi-a4-corporate-2012-compra-de-autos-117921,,"2012 • 61,070 km • Ciudad de México","$143,999"
Nissan Sentra Sense,https://www.kavak.com/nissan-sentra-sense-2013-compra-de-autos-117919,,"2013 • 95,600 km • Ciudad de México","$139,999"
Kia Rio EX,https://www.kavak.com/kia-rio-ex-2018-compra-de-autos-117913,,"2018 • 33,300 km • Ciudad de México","$249,999"
Volkswagen Polo Hatch Back Polo,https://www.kavak.com/volkswagen-polo-hatch-back-polo-2019-compra-de-autos-117910,,"2019 • 11,200 km • Ciudad de México","$237,999"
Volkswagen Gol Hatch Back Trendline,https://www.kavak.com/volkswagen-gol-hatch-back-trendline-2017-compra-de-autos-117897,,"2017 • 93,200 km • Guadalajara","$147,999"
Ford Focus S,https://www.kavak.com/ford-focus-s-2013-compra-de-autos-117893,,"2013 • 79,240 km • Puebla","$119,999"
Mazda 2 Hatch Back i Grand Touring,https://www.kavak.com/mazda-mazda-2-hatch-back-i-grand-touring-2016-compra-de-autos-117892,,"2016 • 54,000 km • Ciudad de México","$219,999"
Seat Ibiza Style  2.0l,https://www.kavak.com/seat-ibiza-style-20l-2011-compra-de-autos-117890,,"2011 • 69,510 km • Ciudad de México","$119,999"
Mazda 3 i,https://www.kavak.com/mazda-mazda-3-i-2017-compra-de-autos-117887,,"2017 • 38,800 km • Ciudad de México","$244,999"
Buick Envision Envision L4 2.0T,https://www.kavak.com/buick-envision-envision-l4-20t-2016-compra-de-autos-117878,,"2016 • 58,100 km • Ciudad de México","$339,999"
Honda Odyssey Touring,https://www.kavak.com/honda-odyssey-touring-2016-compra-de-autos-117861,,"2016 • 90,300 km • Monterrey","$427,999"
Kia Forte L,https://www.kavak.com/kia-forte-l-2017-compra-de-autos-117860,,"2017 • 32,410 km • Monterrey","$189,999"
Mazda CX-5 i Grand Touring,https://www.kavak.com/mazda-cx-5-i-grand-touring-2018-compra-de-autos-117857,,"2018 • 51,200 km • Ciudad de México","$389,999"
Mazda 3 HB i Touring,https://www.kavak.com/mazda-mazda-3-hb-i-touring-2016-compra-de-autos-117851,,"2016 • 39,630 km • Ciudad de México","$235,999"
Nissan Pathfinder Exclusive,https://www.kavak.com/nissan-pathfinder-exclusive-2013-compra-de-autos-117843,,"2013 • 63,450 km • Ciudad de México","$252,999"
Mazda 3 S Grand Touring,https://www.kavak.com/mazda-mazda-3-s-grand-touring-2015-compra-de-autos-117838,,"2015 • 50,270 km • Ciudad de México","$242,999"
Toyota Avanza Premium,https://www.kavak.com/toyota-avanza-premium-2015-compra-de-autos-117829,,"2015 • 107,900 km • Guadalajara","$174,999"
Volkswagen Jetta Clasico A4 CL Team,https://www.kavak.com/volkswagen-jetta-clasico-a4-cl-team-2012-compra-de-autos-117824,,"2012 • 70,230 km • Puebla","$114,999"
Seat Ibiza Style,https://www.kavak.com/seat-ibiza-style-2019-compra-de-autos-117820,,"2019 • 14,000 km • Ciudad de México","$272,999"
Kia Sportage SXL 4X4,https://www.kavak.com/kia-sportage-sxl-4x4-2017-compra-de-autos-117808,,"2017 • 75,000 km • Ciudad de México","$382,999"
Honda Civic EX,https://www.kavak.com/honda-civic-ex-2017-compra-de-autos-117804,,"2017 • 57,000 km • Guadalajara","$287,999"
Renault Duster Dynamique,https://www.kavak.com/renault-duster-dynamique-2014-compra-de-autos-117802,,"2014 • 82,000 km • Ciudad de México","$152,999"
Kia Rio HB EX,https://www.kavak.com/kia-rio-hb-ex-2018-compra-de-autos-117800,,"2018 • 62,600 km • Guadalajara","$249,999"
Hyundai Sonata Limited,https://www.kavak.com/hyundai-sonata-limited-2015-compra-de-autos-117799,,"2015 • 81,400 km • Guadalajara","$219,999"
Toyota Corolla XRS,https://www.kavak.com/toyota-corolla-xrs-2010-compra-de-autos-117793,,"2010 • 88,190 km • Ciudad de México","$129,999"
Honda Civic EX,https://www.kavak.com/honda-civic-ex-2017-compra-de-autos-117786,,"2017 • 64,200 km • Monterrey","$287,999"
Chevrolet Spark Hatch Back LS Clasico,https://www.kavak.com/chevrolet-spark-hatch-back-ls-clasico-2016-compra-de-autos-117764,,"2016 • 87,600 km • Ciudad de México","$114,999"
Suzuki Ignis GLX,https://www.kavak.com/suzuki-ignis-glx-2018-compra-de-autos-117756,https://images.kavak.services/images/117756/EXTERIOR-frontSidePilotNear-16335863023377.jpg?d=540x310,"2018 • 35,100 km • Ciudad de México","$192,999"
Dodge i10 Hatch Back GL,https://www.kavak.com/dodge-i10-hatch-back-gl-2013-compra-de-autos-117751,https://images.kavak.services/images/117751/EXTERIOR-frontSidePilotNear-16332419622257.jpg?d=540x310,"2013 • 74,390 km • Ciudad de México","$72,999"
Volkswagen Jetta A6 Sportline,https://www.kavak.com/volkswagen-jetta-a6-sportline-2017-compra-de-autos-117743,https://images.kavak.services/images/117743/EXTERIOR-frontSidePilotNear-16331710606763.jpg?d=540x310,"2017 • 28,190 km • Ciudad de México","$269,999"
Suzuki Ertiga GLX,https://www.kavak.com/suzuki-ertiga-glx-2019-compra-de-autos-117734,https://images.kavak.services/images/117734/EXTERIOR-frontSidePilotNear-16316861282470.jpg?d=540x310,"2019 • 49,480 km • Ciudad de México","$304,999"
Renault Duster Intens,https://www.kavak.com/renault-duster-intens-2018-compra-de-autos-117731,https://images.kavak.services/images/117731/EXTERIOR-frontSidePilotNear-16322541932507.jpg?d=540x310,"2018 • 19,400 km • Guadalajara","$256,999"
Volkswagen Passat V6 3.6l,https://www.kavak.com/volkswagen-passat-v6-36l-2018-compra-de-autos-117721,https://images.kavak.services/images/117721/EXTERIOR-frontSidePilotNear-16316606279821.jpg?d=540x310,"2018 • 43,730 km • Monterrey","$372,999"
Ford Fiesta S,https://www.kavak.com/ford-fiesta-s-2015-compra-de-autos-117714,https://images.kavak.services/images/117714/EXTERIOR-frontSidePilotNear-16331106018409.jpg?d=540x310,"2015 • 81,900 km • Monterrey","$147,999"
Nissan March Hatch Back Advance,https://www.kavak.com/nissan-march-hatch-back-advance-2013-compra-de-autos-117699,https://images.kavak.services/images/117699/EXTERIOR-frontSidePilotNear-16340292250423.jpg?d=540x310,"2013 • 80,000 km • Ciudad de México","$117,999"
Ford Edge SEL,https://www.kavak.com/ford-edge-sel-2013-compra-de-autos-117697,https://images.kavak.services/images/117697/EXTERIOR-frontSidePilotNear-16324361691650.jpg?d=540x310,"2013 • 66,290 km • Puebla","$220,999"
Nissan Sentra Sense,https://www.kavak.com/nissan-sentra-sense-2016-compra-de-autos-117690,,"2016 • 70,200 km • Monterrey","$188,999"
Nissan Rogue Exclusive,https://www.kavak.com/nissan-rogue-exclusive-2014-compra-de-autos-117686,,"2014 • 41,600 km • Ciudad de México","$197,999"
Jeep Wrangler Unlimited Sahara,https://www.kavak.com/jeep-wrangler-unlimited-sahara-2017-compra-de-autos-117675,,"2017 • 13,500 km • Guadalajara","$719,999"
Mercedes Benz Clase Gla GLA 180 CGI,https://www.kavak.com/mercedes-benz-clase-gla-gla-180-cgi-2017-compra-de-autos-117671,,"2017 • 52,400 km • Ciudad de México","$367,999"
Fiat 500 Hatch Back Pop,https://www.kavak.com/fiat-500-hatch-back-pop-2014-compra-de-autos-117670,,"2014 • 76,940 km • Ciudad de México","$137,999"
Dodge Challenger Dual Stripes,https://www.kavak.com/dodge-challenger-dual-stripes-2018-compra-de-autos-117664,,"2018 • 31,000 km • Guadalajara","$557,999"
Land Rover Range Rover Evoque Prestige y  Dynamic,https://www.kavak.com/land-rover-range-rover-evoque-prestige-y-dynamic-2012-compra-de-autos-117653,,"2012 • 113,490 km • Puebla","$404,999"
Kia Sorento EX Pack,https://www.kavak.com/kia-sorento-ex-pack-2017-compra-de-autos-117652,,"2017 • 30,800 km • Ciudad de México","$379,999"
Mazda CX-3 I Grand Touring,https://www.kavak.com/mazda-cx-3-i-grand-touring-2018-compra-de-autos-117631,,"2018 • 41,340 km • Ciudad de México","$337,999"
Dodge Journey SE,https://www.kavak.com/dodge-journey-se-2013-compra-de-autos-117625,,"2013 • 103,000 km • Ciudad de México","$184,999"
Mini Cooper S Countryman Sport,https://www.kavak.com/mini-mini-cooper-s-countryman-sport-2018-compra-de-autos-117623,,"2018 • 19,650 km • Ciudad de México","$460,999"
Ford Fusion S,https://www.kavak.com/ford-fusion-s-2016-compra-de-autos-117620,,"2016 • 97,800 km • Guadalajara","$222,999"
Volkswagen Tiguan Sport y Style,https://www.kavak.com/volkswagen-tiguan-sport-y-style-2017-compra-de-autos-117617,,"2017 • 73,000 km • Guadalajara","$299,999"
Mazda CX-5 S Grand Touring,https://www.kavak.com/mazda-cx-5-s-grand-touring-2016-compra-de-autos-117605,,"2016 • 58,640 km • Monterrey","$302,999"
Audi A4 Select,https://www.kavak.com/audi-a4-select-2018-compra-de-autos-117604,,"2018 • 23,140 km • Ciudad de México","$412,999"
Toyota Yaris Premium,https://www.kavak.com/toyota-yaris-premium-2015-compra-de-autos-117597,,"2015 • 25,500 km • Ciudad de México","$164,999"
Chevrolet Sonic LT TA (Línea anterior),https://www.kavak.com/chevrolet-sonic-lt-ta-linea-anterior-2016-compra-de-autos-117590,,"2016 • 71,260 km • Ciudad de México","$157,999"
Honda HR-V Prime,https://www.kavak.com/honda-hr-v-prime-2020-compra-de-autos-117585,,"2020 • 39,290 km • Ciudad de México","$374,999"
Ford Explorer Sport,https://www.kavak.com/ford-explorer-sport-2018-compra-de-autos-117519,,"2018 • 33,600 km • Ciudad de México","$622,999"
Ford Fusion SE Luxury Plus,https://www.kavak.com/ford-fusion-se-luxury-plus-2017-compra-de-autos-117492,,"2017 • 37,600 km • Ciudad de México","$309,999"
Jeep Patriot 75 Aniversario,https://www.kavak.com/jeep-patriot-75-aniversario-2016-compra-de-autos-117473,,"2016 • 66,580 km • Ciudad de México","$254,999"
Volkswagen Vento Starline,https://www.kavak.com/volkswagen-vento-starline-2017-compra-de-autos-117445,,"2017 • 93,660 km • Ciudad de México","$157,999"
Honda CR-V EX,https://www.kavak.com/honda-cr-v-ex-2012-compra-de-autos-117440,,"2012 • 116,800 km • Guadalajara","$217,999"
Chevrolet Aveo LTZ,https://www.kavak.com/chevrolet-aveo-ltz-2020-compra-de-autos-117437,,"2020 • 13,300 km • Monterrey","$244,999"
Buick Encore Premium,https://www.kavak.com/buick-encore-premium-2019-compra-de-autos-117434,,"2019 • 27,100 km • Ciudad de México","$389,999"
Renault Logan Expression,https://www.kavak.com/renault-logan-expression-2017-compra-de-autos-117425,,"2017 • 83,000 km • Ciudad de México","$127,999"
Volkswagen Jetta A6 Sportlne,https://www.kavak.com/volkswagen-jetta-a6-sportlne-2018-compra-de-autos-117417,,"2018 • 22,000 km • Ciudad de México","$294,999"
Chevrolet Aveo LS,https://www.kavak.com/chevrolet-aveo-ls-2016-compra-de-autos-117416,https://images.kavak.services/images/117416/EXTERIOR-frontSidePilotNear-16333792571333.jpg?d=540x310,"2016 • 120,490 km • Puebla","$129,999"
Audi Q5 Quattro Luxury,https://www.kavak.com/audi-q5-quattro-luxury-2014-compra-de-autos-117414,https://images.kavak.services/images/117414/EXTERIOR-frontSidePilotNear-16337942004794.jpg?d=540x310,"2014 • 65,000 km • Guadalajara","$292,999"
Honda Odyssey Touring,https://www.kavak.com/honda-odyssey-touring-2015-compra-de-autos-117411,https://images.kavak.services/images/117411/EXTERIOR-frontSidePilotNear-16334603410947.jpg?d=540x310,"2015 • 81,000 km • Ciudad de México","$374,999"
Nissan X Trail Sense,https://www.kavak.com/nissan-x-trail-sense-2019-compra-de-autos-117409,https://images.kavak.services/images/117409/EXTERIOR-frontSidePilotNear-16317354232841.jpg?d=540x310,"2019 • 15,000 km • Ciudad de México","$369,999"
Jeep Patriot Latitude,https://www.kavak.com/jeep-patriot-latitude-2016-compra-de-autos-117408,https://images.kavak.services/images/117408/EXTERIOR-frontSidePilotNear-16316592737317.jpg?d=540x310,"2016 • 73,100 km • Monterrey","$272,999"
Baic X25 Fashion,https://www.kavak.com/baic-x25-fashion-2017-compra-de-autos-117401,https://images.kavak.services/images/117401/EXTERIOR-frontSidePilotNear-16339880904025.jpg?d=540x310,"2017 • 54,500 km • Ciudad de México","$194,999"
Chevrolet Camaro SS,https://www.kavak.com/chevrolet-camaro-ss-2017-compra-de-autos-117394,https://images.kavak.services/images/117394/EXTERIOR-frontSidePilotNear-16323302214278.jpg?d=540x310,"2017 • 15,000 km • Ciudad de México","$620,999"
Fiat Mobi Hatch Back Way,https://www.kavak.com/fiat-mobi-hatch-back-way-2017-compra-de-autos-117391,https://images.kavak.services/images/117391/EXTERIOR-frontSidePilotNear-16324340780879.jpg?d=540x310,"2017 • 51,020 km • Puebla","$147,999"
Chevrolet Sonic LS (Cambio de línea),https://www.kavak.com/chevrolet-sonic-ls-cambio-de-linea-2017-compra-de-autos-117388,https://images.kavak.services/images/117388/EXTERIOR-frontSidePilotNear-16316390002499.jpg?d=540x310,"2017 • 43,600 km • Guadalajara","$167,999"
Dodge Journey SE,https://www.kavak.com/dodge-journey-se-2012-compra-de-autos-117384,,"2012 • 75,500 km • Monterrey","$162,999"
Honda City EX,https://www.kavak.com/honda-city-ex-2016-compra-de-autos-117383,,"2016 • 73,600 km • Guadalajara","$202,999"
Volkswagen Amarok Highline 4 Motion,https://www.kavak.com/volkswagen-amarok-highline-4-motion-2018-compra-de-autos-117363,,"2018 • 80,000 km • Guadalajara","$577,999"
Nissan NP 300 Estacas,https://www.kavak.com/nissan-np-300-estacas-2016-compra-de-autos-117348,,"2016 • 73,320 km • Ciudad de México","$264,999"
Mitsubishi Montero Limited,https://www.kavak.com/mitsubishi-montero-limited-2014-compra-de-autos-117344,,"2014 • 90,100 km • Ciudad de México","$284,999"
Chevrolet Sonic LS,https://www.kavak.com/chevrolet-sonic-ls-2015-compra-de-autos-117343,,"2015 • 84,090 km • Puebla","$129,999"
Mitsubishi Outlander Limited,https://www.kavak.com/mitsubishi-outlander-limited-2013-compra-de-autos-117342,,"2013 • 90,690 km • Ciudad de México","$207,999"
Suzuki Ignis GLX,https://www.kavak.com/suzuki-ignis-glx-2018-compra-de-autos-117336,,"2018 • 60,800 km • Monterrey","$194,999"
